epoch,train_loss,validation_loss
165,0.4456414546637769,
166,0.44722134986505396,
167,0.44755762355225465,
168,0.44701890875329264,
169,0.4479745874681057,
170,0.4462460126259655,0.34509350424232993
171,0.4468909723918852,
172,0.4479633261272556,
173,0.4493028947655793,
174,0.4463976677309313,
175,0.4488111453380478,
176,0.4493030810575251,
177,0.4469323964420533,
178,0.4470050717777029,
179,0.44703416858535866,
180,0.4464378049060482,0.34336267584143715
181,0.44617559941568896,
182,0.4460981053886878,
183,0.44656609053532115,
184,0.4445336862163217,
185,0.44701817432285434,
186,0.4461002502104282,
187,0.44380023531389035,
188,0.44591813237645794,
189,0.4454680780114283,
190,0.445101702635029,0.34369864004244643
191,0.4438148951107874,
192,0.4460604805719235,
193,0.44433495634100667,
194,0.44506610509506495,
195,0.44488782136469973,
196,0.44649174820428217,
197,0.44496226549683304,
198,0.4443817077298202,
199,0.4445030158930442,
200,0.4463338251072928,0.34318420108832515
201,0.4441518235986187,
202,0.4451570789347456,
203,0.44529454496824944,
204,0.4461345465621042,
205,0.4427695721402577,
206,0.4439112680932419,
207,0.445050516415469,
208,0.4449276831023902,
209,0.4435336790712272,
210,0.4420904204634255,0.3437050758016586
211,0.4458661080621684,
212,0.4433943724741062,
213,0.44426136581454906,
214,0.4451488759534452,
215,0.4453363665957169,
216,0.4443206718609983,
217,0.44298003409194747,
218,0.4428212134296903,
219,0.44539243983239696,
220,0.44485934780440106,0.34343545463936676
221,0.4447865223031514,
222,0.4428726203195335,
223,0.44577533983164885,
224,0.4438610569066586,
225,0.4444595282417234,
226,0.44720384410843167,
227,0.4439716254418266,
228,0.4438468793872698,
229,0.4438711007084385,
230,0.4424351100959231,0.3426030094439282
231,0.44728884046724904,
232,0.4439144788755,
233,0.44722273005465707,
234,0.4418980458418183,
235,0.44476999235093334,
236,0.44162587431334716,
237,0.4426990691913212,
238,0.4432766011357854,
239,0.44395817711263474,
240,0.4442070188937152,0.34329221596069287
241,0.443780188399659,
242,0.44338434519895026,
243,0.44285740614419994,
244,0.44369483079251903,
245,0.44436593558754633,
246,0.44261935827065874,
247,0.4434827798293956,
248,0.4443788160242385,
249,0.4454088268115772,
250,0.4456031538058531,0.3429077334842479
251,0.44542110919232675,
252,0.44371374910212175,
253,0.44322547071964574,
254,0.4440859782779177,
255,0.4432791929599911,
256,0.44446394017684027,
257,0.4439828532249531,
258,0.4437882675779982,
259,0.44393036148449955,
260,0.443141621413713,0.34318182297827055
261,0.44398559322586345,
262,0.44322060654014067,
263,0.4437749668642818,
264,0.4439522469713507,
265,0.44301700395169374,
266,0.4418279046713242,
267,0.44327646639284823,
268,0.44630173500231846,
269,0.442531506829514,
270,0.44372233948502626,0.3431111250522565
271,0.444216621703017,
272,0.4425376078510111,
273,0.4435823831517903,
274,0.44384053445555516,
275,0.44465797301974325,
276,0.44300265263201827,
277,0.4458887101634781,
278,0.44325830915546593,
279,0.4451318703277262,
280,0.44392435657319046,0.34279970375139207
281,0.4431636387911116,
282,0.4432847622477047,
283,0.44529729321733746,
284,0.4429868300362888,
285,0.4445746468698255,
286,0.4437802018275409,
287,0.44351245922955257,
288,0.4427518232187808,
289,0.44265758852636755,
290,0.44601811981085476,0.3434604574081187
